human_id	human	mouse_id	mouse	phenotype_plusAO	percentile_plusAO	n_mice	n_guides	excluded_family
ENSG00000174469	CNTNAP2	ENSMUSG00000039419	Cntnap2	1.04580964936	0.90723262103	32	4	False
ENSG00000103051	COG4	ENSMUSG00000031753	Cog4	-4.04205863358	0.0531576435654	10	4	False
ENSG00000164597	COG5	ENSMUSG00000035933	Cog5	-3.1738781234	0.0770719550347	35	4	False
ENSG00000060718	COL11A1	ENSMUSG00000027966	Col11a1	0.235559532411	0.696616999841	38	4	False
ENSG00000188517	COL25A1	ENSMUSG00000058897	Col25a1	0.778201587217	0.85563921735	37	4	False
ENSG00000139219	COL2A1	ENSMUSG00000022483	Col2a1	0.114565930593	0.651227530622	53	4	False
ENSG00000187498	COL4A1	ENSMUSG00000031502	Col4a1	-0.909081176182	0.300890821359	42	4	False
ENSG00000093010	COMT	ENSMUSG00000000326	Comt	-0.340134395932	0.469616628665	45	4	False
ENSG00000122218	COPA	ENSMUSG00000026553	Copa	-1.43897381588	0.20390794846	14	4	False
ENSG00000181789	COPG1	ENSMUSG00000030058	Copg1	-1.87133703156	0.155549074712	42	4	False
ENSG00000110871	COQ5	ENSMUSG00000041733	Coq5	-1.73948545328	0.169494670979	37	4	False
ENSG00000166260	COX11	ENSMUSG00000020544	Cox11	-4.80336184348	0.0383636460046	49	4	False
ENSG00000131143	COX4I1	ENSMUSG00000031818	Cox4i1	-4.35809413507	0.047483959913	44	4	False
ENSG00000178741	COX5A	ENSMUSG00000000088	Cox5a	-2.20465309622	0.12712763137	39	4	False
ENSG00000111775	COX6A1	ENSMUSG00000041697	Cox6a1	0.253286685258	0.703192109868	54	4	False
ENSG00000126267	COX6B1	ENSMUSG00000036751	Cox6b1	-3.40207019719	0.0695423935522	38	4	False
ENSG00000131174	COX7B	ENSMUSG00000031231	Cox7b	-2.64320924812	0.101463492232	15	4	False
ENSG00000176340	COX8A	ENSMUSG00000035885	Cox8a	-0.145357738321	0.54485921841	49	4	False
ENSG00000109472	CPE	ENSMUSG00000037852	Cpe	-4.11768397773	0.0519910917864	40	4	False
ENSG00000168993	CPLX1	ENSMUSG00000033615	Cplx1	-1.21347653372	0.237472824646	40	4	False
ENSG00000145920	CPLX2	ENSMUSG00000025867	Cplx2	0.216513795987	0.689087438358	40	4	False
ENSG00000169169	CPT1C	ENSMUSG00000007783	Cpt1c	-0.532326426353	0.403282252505	45	4	False
ENSG00000117322	CR2	ENSMUSG00000026616	Cr2	-0.099775083717	0.563099846227	15	4	False
ENSG00000113851	CRBN	ENSMUSG00000005362	Crbn	0.739450822582	0.848321756191	34	4	False
ENSG00000118260	CREB1	ENSMUSG00000025958	Creb1	1.61092016493	0.962458242749	21	4	False
ENSG00000164463	CREBRF	ENSMUSG00000048249	Crebrf	-0.43945441578	0.435733601994	25	4	False
ENSG00000120088	CRHR1	ENSMUSG00000018634	Crhr1	-0.085707932454	0.568720504799	36	4	False
ENSG00000006016	CRLF1	ENSMUSG00000007888	Crlf1	0.703662633899	0.840367994061	42	4	False
ENSG00000105392	CRX	ENSMUSG00000041578	Crx	0.774991564989	0.855268041784	35	4	False
ENSG00000008405	CRY1	ENSMUSG00000020038	Cry1	-2.83018117904	0.0913887268678	28	4	False
ENSG00000121671	CRY2	ENSMUSG00000068742	Cry2	-0.174625039717	0.532504374569	44	4	False
ENSG00000182578	CSF1R	ENSMUSG00000024621	Csf1r	0.153272629454	0.665067076727	31	4	False
ENSG00000119535	CSF3R	ENSMUSG00000028859	Csf3r	0.255355234429	0.704040511162	33	4	False
ENSG00000183117	CSMD1	ENSMUSG00000060924	Csmd1	-0.228486975517	0.510605016173	33	4	False
ENSG00000204435	CSNK2B	ENSMUSG00000024387	Csnk2b	-0.549525637319	0.39744949361	21	4	True
ENSG00000173546	CSPG4	ENSMUSG00000032911	Cspg4	-0.934433402949	0.29484596214	40	4	False
ENSG00000178662	CSRNP3	ENSMUSG00000044647	Csrnp3	-0.151650669965	0.541730738639	35	4	False
ENSG00000101811	CSTF2	ENSMUSG00000031256	Cstf2	-0.539873537748	0.400365873058	32	4	False
ENSG00000159692	CTBP1	ENSMUSG00000037373	Ctbp1	0.572171208596	0.805689591177	39	4	False
ENSG00000102974	CTCF	ENSMUSG00000005698	Ctcf	-3.13252324094	0.0787157325415	22	4	False
ENSG00000066032	CTNNA2	ENSMUSG00000063063	Ctnna2	-0.339159864369	0.470040829312	46	4	False
ENSG00000183230	CTNNA3	ENSMUSG00000060843	Ctnna3	-0.800901393294	0.32618378493	40	4	False
ENSG00000168036	CTNNB1	ENSMUSG00000006932	Ctnnb1	-0.986843710428	0.282013892571	43	4	False
ENSG00000132792	CTNNBL1	ENSMUSG00000027649	Ctnnbl1	-11.7454950598	0.00395036852431	36	4	False
ENSG00000169862	CTNND2	ENSMUSG00000022240	Ctnnd2	-0.364938342768	0.461503791293	44	4	False
ENSG00000164733	CTSB	ENSMUSG00000021939	Ctsb	-0.630197360137	0.372474680524	41	4	False
ENSG00000257923	CUX1	ENSMUSG00000029705	Cux1	0.244825209032	0.699851529774	34	4	False
ENSG00000111249	CUX2	ENSMUSG00000042589	Cux2	0.293088249145	0.716448380084	42	4	False
ENSG00000180871	CXCR2	ENSMUSG00000026180	Cxcr2	1.13296497304	0.918420913092	32	4	False
ENSG00000121966	CXCR4	ENSMUSG00000045382	Cxcr4	-1.42529647725	0.205445675805	40	4	False
ENSG00000179091	CYC1	ENSMUSG00000022551	Cyc1	-7.2303547396	0.0155628612334	45	4	False
ENSG00000273749	CYFIP1	ENSMUSG00000030447	Cyfip1	-1.81838013898	0.161116708203	39	4	False
ENSG00000055163	CYFIP2	ENSMUSG00000020340	Cyfip2	-1.92605316546	0.151307068243	40	4	False
ENSG00000083799	CYLD	ENSMUSG00000036712	Cyld	-0.574318567711	0.390132032451	23	4	False
ENSG00000276644	DACH1	ENSMUSG00000055639	Dach1	-3.87226303332	0.0576117503579	42	4	False
ENSG00000178149	DALRD3	ENSMUSG00000019039	Dalrd3	0.187093111797	0.678482422186	45	4	False
ENSG00000132676	DAP3	ENSMUSG00000068921	Dap3	-3.72422490949	0.0612704809375	45	4	False
ENSG00000132716	DCAF8	ENSMUSG00000026554	Dcaf8	-1.89569099903	0.154011347367	38	4	False
ENSG00000187323	DCC	ENSMUSG00000060534	Dcc	-0.527388517292	0.405509305902	24	4	False
ENSG00000204843	DCTN1	ENSMUSG00000031865	Dctn1	-4.60126348787	0.0428707778779	40	4	False
ENSG00000077279	DCX	ENSMUSG00000031285	Dcx	0.906562647654	0.883212259399	39	4	False
ENSG00000134574	DDB2	ENSMUSG00000002109	Ddb2	0.195900334874	0.681451826714	44	4	False
ENSG00000100523	DDHD1	ENSMUSG00000037697	Ddhd1	0.212038577564	0.686807359881	35	4	False
ENSG00000085788	DDHD2	ENSMUSG00000061313	Ddhd2	-1.44849965006	0.202741396681	18	4	False
ENSG00000162733	DDR2	ENSMUSG00000026674	Ddr2	0.266664037658	0.707964367146	29	4	False
ENSG00000174243	DDX23	ENSMUSG00000003360	Ddx23	-4.815903641	0.0379924704385	27	4	False
ENSG00000198563	DDX39B	ENSMUSG00000019432	Ddx39b	-4.61535606169	0.0423405270693	14	4	False
ENSG00000215301	DDX3X	ENSMUSG00000000787	Ddx3x	-2.95407464782	0.0857680682963	30	4	False
ENSG00000177030	DEAF1	ENSMUSG00000058886	Deaf1	-0.431420886023	0.43859695636	43	4	False
ENSG00000184014	DENND5A	ENSMUSG00000035901	Dennd5a	-4.81862639744	0.0378864202768	26	4	False
ENSG00000100150	DEPDC5	ENSMUSG00000037426	Depdc5	1.54450541517	0.957871573254	16	4	False
ENSG00000077044	DGKD	ENSMUSG00000070738	Dgkd	0.00624547619326	0.606792512859	41	4	False
ENSG00000153933	DGKE	ENSMUSG00000000276	Dgke	0.0793895782482	0.637228909274	45	4	False
ENSG00000117682	DHDDS	ENSMUSG00000012117	Dhdds	-5.46963720952	0.0291372819344	36	4	False
ENSG00000135829	DHX9	ENSMUSG00000042699	Dhx9	-3.49245672857	0.0664669388621	28	4	False
ENSG00000100697	DICER1	ENSMUSG00000041415	Dicer1	-8.23749243427	0.011426904926	41	4	False
ENSG00000066084	DIP2B	ENSMUSG00000023026	Dip2b	1.19014879035	0.925791399332	38	4	False
ENSG00000150768	DLAT	ENSMUSG00000000168	Dlat	2.4051184759	0.989474521449	27	4	False
ENSG00000091140	DLD	ENSMUSG00000020664	Dld	-2.42427013967	0.11302295986	11	4	False
ENSG00000132535	DLG4	ENSMUSG00000020886	Dlg4	0.375414980784	0.74449864786	51	4	False
ENSG00000080845	DLGAP4	ENSMUSG00000061689	Dlgap4	1.58153761458	0.960947027944	49	4	False
ENSG00000198719	DLL1	ENSMUSG00000014773	Dll1	1.9064998252	0.977225727769	48	4	False
ENSG00000119689	DLST	ENSMUSG00000004789	Dlst	-1.21725517393	0.237154674161	30	4	False
ENSG00000064195	DLX3	ENSMUSG00000001510	Dlx3	-0.698347623494	0.352537250119	34	4	False
ENSG00000105880	DLX5	ENSMUSG00000029755	Dlx5	-0.0297816845775	0.590407762872	40	4	False
ENSG00000006377	DLX6	ENSMUSG00000029754	Dlx6	-1.06671377511	0.266053343231	52	4	False
ENSG00000187908	DMBT1	ENSMUSG00000047517	Dmbt1	-0.144617941752	0.545548544462	26	4	False
ENSG00000104093	DMXL2	ENSMUSG00000041268	Dmxl2	-0.939219624053	0.294050585927	32	4	False
ENSG00000162616	DNAJB4	ENSMUSG00000028035	Dnajb4	0.836903978921	0.868683387242	21	4	False
ENSG00000105993	DNAJB6	ENSMUSG00000029131	Dnajb6	-0.419592615099	0.442998038072	8	4	False
ENSG00000138246	DNAJC13	ENSMUSG00000032560	Dnajc13	-0.0289546038767	0.590831963519	33	4	False
ENSG00000205981	DNAJC19	ENSMUSG00000027679	Dnajc19	-0.562150481868	0.394427064001	34	4	False
ENSG00000101152	DNAJC5	ENSMUSG00000000826	Dnajc5	-1.02352084138	0.275385757463	39	4	False
ENSG00000116675	DNAJC6	ENSMUSG00000028528	Dnajc6	-1.68443797865	0.174054827934	29	4	False
ENSG00000119661	DNAL1	ENSMUSG00000042523	Dnal1	-0.575613423562	0.389495731481	34	4	False
ENSG00000106976	DNM1	ENSMUSG00000026825	Dnm1	-0.75256462775	0.338591653852	38	4	False
ENSG00000087470	DNM1L	ENSMUSG00000022789	Dnm1l	-5.38023453131	0.0304629089559	25	4	False
ENSG00000079805	DNM2	ENSMUSG00000033335	Dnm2	-3.14642090846	0.0782385068137	37	4	False
ENSG00000119772	DNMT3A	ENSMUSG00000020661	Dnmt3a	0.548355352024	0.799432631635	43	4	False
ENSG00000116641	DOCK7	ENSMUSG00000028556	Dock7	0.147433914261	0.662999098574	19	4	False
ENSG00000000419	DPM1	ENSMUSG00000078919	Dpm1	-1.96579710487	0.147277162098	24	4	False
ENSG00000130226	DPP6	ENSMUSG00000061576	Dpp6	0.144374732571	0.662309772522	41	4	False
ENSG00000188641	DPYD	ENSMUSG00000033308	Dpyd	0.196544373125	0.681929052442	29	4	False
ENSG00000157851	DPYSL5	ENSMUSG00000029168	Dpysl5	-1.10610179864	0.257834455698	36	4	False
ENSG00000149295	DRD2	ENSMUSG00000032259	Drd2	0.246054813639	0.700328755501	40	4	False
ENSG00000151577	DRD3	ENSMUSG00000022705	Drd3	-0.0573024559278	0.580120897184	42	4	False
ENSG00000069696	DRD4	ENSMUSG00000025496	Drd4	-0.232319850527	0.509120313908	41	4	False
ENSG00000169676	DRD5	ENSMUSG00000039358	Drd5	-0.102596988157	0.561615143963	43	4	False
ENSG00000171587	DSCAM	ENSMUSG00000050272	Dscam	0.919788312098	0.885545362957	21	4	False
ENSG00000151914	DST	ENSMUSG00000026131	Dst	0.436092705596	0.763481626809	24	4	False
ENSG00000133059	DSTYK	ENSMUSG00000042046	Dstyk	-0.365466284649	0.46129169097	38	4	False
ENSG00000047579	DTNBP1	ENSMUSG00000057531	Dtnbp1	0.183262779044	0.676573519275	40	4	False
ENSG00000141627	DYM	ENSMUSG00000035765	Dym	-0.47723912304	0.423590858476	38	4	False
ENSG00000197102	DYNC1H1	ENSMUSG00000018707	Dync1h1	-9.80675942535	0.00718489845697	43	4	False
ENSG00000134874	DZIP1	ENSMUSG00000042156	Dzip1	-1.52211661178	0.193302932287	28	4	False
ENSG00000101412	E2F1	ENSMUSG00000027490	E2f1	0.216850221231	0.689299538682	50	4	False
ENSG00000205250	E2F4	ENSMUSG00000014859	E2f4	-0.896541073508	0.303595100483	41	4	False
ENSG00000133740	E2F5	ENSMUSG00000027552	E2f5	0.660268861927	0.829179701999	29	4	False
ENSG00000164330	EBF1	ENSMUSG00000057098	Ebf1	0.153077723141	0.664961026566	40	4	False
ENSG00000221818	EBF2	ENSMUSG00000022053	Ebf2	-1.30483844408	0.222519751843	43	4	False
ENSG00000108001	EBF3	ENSMUSG00000010476	Ebf3	-1.26309968093	0.229996288244	30	4	False
ENSG00000158813	EDA	ENSMUSG00000059327	Eda	0.106800185161	0.64804602577	44	4	False
ENSG00000135960	EDAR	ENSMUSG00000003227	Edar	0.307102013027	0.721326687523	29	4	False
ENSG00000116406	EDEM3	ENSMUSG00000043019	Edem3	-0.927548973017	0.296436714566	17	4	False
ENSG00000151617	EDNRA	ENSMUSG00000031616	Ednra	-1.54507064348	0.19043957792	19	4	False
ENSG00000136160	EDNRB	ENSMUSG00000022122	Ednrb	0.881140085131	0.877538575746	15	4	False
ENSG00000101210	EEF1A2	ENSMUSG00000016349	Eef1a2	-1.06758407417	0.265894267989	48	4	False
ENSG00000167658	EEF2	ENSMUSG00000034994	Eef2	0.0633530258084	0.630600774166	25	4	False
ENSG00000115380	EFEMP1	ENSMUSG00000020467	Efemp1	-2.08415862405	0.1375735723	20	4	False
ENSG00000122877	EGR2	ENSMUSG00000037868	Egr2	0.408869378227	0.754679463386	38	4	False
ENSG00000181090	EHMT1	ENSMUSG00000036893	Ehmt1	-1.82226131686	0.160745532637	40	4	False
ENSG00000128829	EIF2AK4	ENSMUSG00000005102	Eif2ak4	0.258583052451	0.705260088022	40	4	False
ENSG00000156976	EIF4A2	ENSMUSG00000022884	Eif4a2	0.00533450103617	0.606580412535	18	4	False
ENSG00000151247	EIF4E	ENSMUSG00000028156	Eif4e	-7.35978778476	0.014926560263	21	4	False
ENSG00000114867	EIF4G1	ENSMUSG00000045983	Eif4g1	-5.31737300838	0.0310461848454	27	4	False
ENSG00000106682	EIF4H	ENSMUSG00000040731	Eif4h	0.305269046269	0.720690386553	37	4	False
ENSG00000109381	ELF2	ENSMUSG00000037174	Elf2	-0.643733179843	0.368338724217	33	4	False
ENSG00000134759	ELP2	ENSMUSG00000024271	Elp2	-7.4079211698	0.0146084097778	31	4	False
ENSG00000163064	EN1	ENSMUSG00000058665	En1	-3.28432390403	0.0729890238083	46	4	False
ENSG00000164778	EN2	ENSMUSG00000039095	En2	1.02567328501	0.903945066016	47	4	False
ENSG00000106991	ENG	ENSMUSG00000026814	Eng	0.493368891542	0.782358555597	38	4	False
ENSG00000100393	EP300	ENSMUSG00000055024	Ep300	2.04898481396	0.98221008537	30	4	False
ENSG00000088367	EPB41L1	ENSMUSG00000027624	Epb41l1	-0.570847540507	0.391616734716	24	4	False
ENSG00000183317	EPHA10	ENSMUSG00000028876	Epha10	0.172517509284	0.67201336232	43	4	False
ENSG00000142627	EPHA2	ENSMUSG00000006445	Epha2	-0.75660088326	0.337637202397	43	4	False
ENSG00000044524	EPHA3	ENSMUSG00000052504	Epha3	-0.146832246948	0.543957792036	35	4	False
ENSG00000116106	EPHA4	ENSMUSG00000026235	Epha4	0.536066932719	0.79603902646	37	4	False
ENSG00000145242	EPHA5	ENSMUSG00000029245	Epha5	-1.70619460766	0.172092899942	28	4	False
ENSG00000080224	EPHA6	ENSMUSG00000055540	Epha6	0.221676271017	0.690784240946	29	4	False
ENSG00000135333	EPHA7	ENSMUSG00000028289	Epha7	-1.44294227789	0.203483747813	39	4	False
ENSG00000154928	EPHB1	ENSMUSG00000032537	Ephb1	-2.18233208632	0.1289835092	34	4	False
ENSG00000133216	EPHB2	ENSMUSG00000028664	Ephb2	1.34705176173	0.941751948672	46	4	False
ENSG00000196411	EPHB4	ENSMUSG00000029710	Ephb4	-3.50006824379	0.0663078636195	38	4	False
ENSG00000112425	EPM2A	ENSMUSG00000055493	Epm2a	-0.750711322942	0.339015854499	32	4	False
ENSG00000187266	EPOR	ENSMUSG00000006235	Epor	1.51339667283	0.9558035951	42	4	False
ENSG00000065361	ERBB3	ENSMUSG00000018166	Erbb3	0.898746904516	0.881091256164	42	4	False
ENSG00000178568	ERBB4	ENSMUSG00000062209	Erbb4	0.13288373431	0.657908690811	35	4	False
ENSG00000105722	ERF	ENSMUSG00000040857	Erf	-2.32916433327	0.118749668593	41	4	False
ENSG00000113719	ERGIC1	ENSMUSG00000001576	Ergic1	0.107106950749	0.648152075932	38	4	False
ENSG00000140009	ESR2	ENSMUSG00000021055	Esr2	-1.14622453424	0.249244392598	39	4	False
ENSG00000173153	ESRRA	ENSMUSG00000024955	Esrra	0.643012026486	0.824407444721	46	4	False
ENSG00000119715	ESRRB	ENSMUSG00000021255	Esrrb	1.82344177118	0.97356699719	41	4	False
ENSG00000196482	ESRRG	ENSMUSG00000026610	Esrrg	0.137996720085	0.66029481945	40	4	False
ENSG00000140374	ETFA	ENSMUSG00000032314	Etfa	-1.02133195875	0.276022058434	22	4	False
ENSG00000134954	ETS1	ENSMUSG00000032035	Ets1	-2.54216896821	0.105758523782	45	4	False
ENSG00000139083	ETV6	ENSMUSG00000030199	Etv6	-1.61267771142	0.182644891033	42	4	False
ENSG00000144036	EXOC6B	ENSMUSG00000033769	Exoc6b	-3.55925027451	0.0650882867596	30	4	False
ENSG00000182197	EXT1	ENSMUSG00000061731	Ext1	0.355025238221	0.737022111459	44	4	False
ENSG00000151348	EXT2	ENSMUSG00000027198	Ext2	0.882817974258	0.877856726232	41	4	False
ENSG00000180210	F2	ENSMUSG00000027249	F2	0.102715626782	0.646296198102	47	4	False
ENSG00000048828	FAM120A	ENSMUSG00000038014	Fam120a	-3.85859077919	0.0580889760857	43	4	False
ENSG00000138286	FAM149B1	ENSMUSG00000039599	Fam149b	-6.54378454191	0.0191155416512	44	4	False
ENSG00000197601	FAR1	ENSMUSG00000030759	Far1	-0.00356509068454	0.602921681956	31	4	False
ENSG00000145982	FARS2	ENSMUSG00000021420	Fars2	-0.420306141687	0.442679887587	40	4	False
ENSG00000026103	FAS	ENSMUSG00000024778	Fas	-0.787969783158	0.329206214539	35	4	False
ENSG00000166147	FBN1	ENSMUSG00000027204	Fbn1	-1.4610516166	0.20088551885	39	4	False
ENSG00000145868	FBXO38	ENSMUSG00000042211	Fbxo38	-1.07116441839	0.265151916857	38	4	False
ENSG00000109670	FBXW7	ENSMUSG00000028086	Fbxw7	-0.106568274896	0.559812291214	23	4	True
ENSG00000128610	FEZF1	ENSMUSG00000029697	Fezf1	0.589600070043	0.810673948778	45	4	False
ENSG00000126266	FFAR1	ENSMUSG00000044453	Ffar1	-2.91107831525	0.0874118458031	41	4	False
ENSG00000139132	FGD4	ENSMUSG00000022788	Fgd4	0.233264722434	0.695821623628	32	4	False
ENSG00000113578	FGF1	ENSMUSG00000036585	Fgf1	-1.96344806009	0.147595312583	32	4	False
ENSG00000114279	FGF12	ENSMUSG00000022523	Fgf12	-3.60549561057	0.0636035844955	43	4	False
ENSG00000129682	FGF13	ENSMUSG00000031137	Fgf13	-0.30817823484	0.480857945808	39	4	False
ENSG00000102466	FGF14	ENSMUSG00000025551	Fgf14	-0.674924121803	0.359642610955	39	4	False
ENSG00000077782	FGFR1	ENSMUSG00000031565	Fgfr1	-3.21908791375	0.0752160772045	42	4	False
ENSG00000066468	FGFR2	ENSMUSG00000030849	Fgfr2	-0.656588522293	0.365369319688	40	4	False
ENSG00000068078	FGFR3	ENSMUSG00000054252	Fgfr3	-0.567423121336	0.392783286495	36	4	False
ENSG00000127418	FGFRL1	ENSMUSG00000008090	Fgfrl1	-1.2680155571	0.229147886951	45	4	False
ENSG00000189283	FHIT	ENSMUSG00000060579	Fhit	-1.5425453356	0.190757728406	35	4	False
ENSG00000183733	FIGLA	ENSMUSG00000030001	Figla	0.519371088491	0.791425844424	37	4	False
ENSG00000106692	FKTN	ENSMUSG00000028414	Fktn	0.939617910866	0.889257118617	37	4	False
ENSG00000136068	FLNB	ENSMUSG00000025278	Flnb	0.231288541907	0.695185322658	30	4	False
ENSG00000125848	FLRT3	ENSMUSG00000051379	Flrt3	1.34995501837	0.942176149319	36	4	False
ENSG00000122025	FLT3	ENSMUSG00000042817	Flt3	-1.12492635877	0.253592449228	28	4	False
ENSG00000037280	FLT4	ENSMUSG00000020357	Flt4	-0.732025739487	0.343416936211	45	4	False
ENSG00000162769	FLVCR1	ENSMUSG00000066595	Flvcr1	0.539110860872	0.796728352511	32	4	False
ENSG00000248905	FMN1	ENSMUSG00000044042	Fmn1	0.286421605833	0.714592502254	30	4	False
ENSG00000155816	FMN2	ENSMUSG00000028354	Fmn2	0.195544418999	0.681027626067	32	4	False
ENSG00000102081	FMR1	ENSMUSG00000000838	Fmr1	-0.789833256991	0.328728988812	34	4	False
ENSG00000217128	FNIP1	ENSMUSG00000035992	Fnip1	-2.4629209089	0.110318680736	25	4	False
ENSG00000257365	FNTB	ENSMUSG00000033373	Fntb	0.592518580221	0.811522350072	35	4	False
ENSG00000110195	FOLR1	ENSMUSG00000001827	Folr1	-0.0458402699048	0.584681054139	36	4	False
ENSG00000075426	FOSL2	ENSMUSG00000029135	Fosl2	-1.28534781281	0.225701256694	42	4	False
ENSG00000125798	FOXA2	ENSMUSG00000037025	Foxa2	-0.43911544828	0.435998727398	42	4	False
ENSG00000054598	FOXC1	ENSMUSG00000050295	Foxc1	0.0900068877767	0.641364865581	49	4	False
ENSG00000176692	FOXC2	ENSMUSG00000046714	Foxc2	0.926296488104	0.886605864574	54	4	False
ENSG00000186790	FOXE3	ENSMUSG00000044518	Foxe3	-0.679155283626	0.358157908691	54	4	False
ENSG00000176165	FOXG1	ENSMUSG00000020950	Foxg1	1.35335570982	0.942441274723	50	4	False
ENSG00000129654	FOXJ1	ENSMUSG00000034227	Foxj1	-0.488062355325	0.418818601198	45	4	False
ENSG00000198815	FOXJ3	ENSMUSG00000032998	Foxj3	0.924838927852	0.886234689008	24	4	False
ENSG00000176678	FOXL1	ENSMUSG00000097084	Foxl1	0.917771455471	0.885068137229	42	4	False
ENSG00000183770	FOXL2	ENSMUSG00000050397	Foxl2	-0.930698828514	0.295853438676	48	4	False
ENSG00000109101	FOXN1	ENSMUSG00000002057	Foxn1	-1.21197829737	0.237950050374	22	4	False
ENSG00000114861	FOXP1	ENSMUSG00000030067	Foxp1	0.715886649379	0.843231348428	51	4	False
ENSG00000128573	FOXP2	ENSMUSG00000029563	Foxp2	0.330010284117	0.729280449653	45	4	False
ENSG00000049768	FOXP3	ENSMUSG00000039521	Foxp3	-2.61459191691	0.102736094173	45	4	False
ENSG00000138759	FRAS1	ENSMUSG00000034687	Fras1	-0.939245046616	0.293997560846	22	4	False
ENSG00000171877	FRMD5	ENSMUSG00000027238	Frmd5	0.335103270809	0.731030277321	38	4	False
ENSG00000169933	FRMPD4	ENSMUSG00000049176	Frmpd4	0.370805870198	0.742748820192	37	4	False
ENSG00000260230	FRRS1L	ENSMUSG00000045589	Frrs1l	0.490536818077	0.78135107906	34	4	False
ENSG00000170820	FSHR	ENSMUSG00000032937	Fshr	0.788006222164	0.858608621878	10	4	False
ENSG00000167996	FTH1	ENSMUSG00000024661	Fth1	-0.642862033368	0.368656874702	39	4	False
ENSG00000140718	FTO	ENSMUSG00000055932	Fto	2.94117015509	0.994670979373	29	4	False
ENSG00000010810	FYN	ENSMUSG00000019843	Fyn	-2.84718294144	0.0904873004931	32	4	False
ENSG00000180340	FZD2	ENSMUSG00000050288	Fzd2	-0.502536267588	0.413834243597	50	4	False
ENSG00000104290	FZD3	ENSMUSG00000007989	Fzd3	-0.171337054964	0.533617901267	18	4	False
ENSG00000174804	FZD4	ENSMUSG00000049791	Fzd4	0.063497086996	0.630653799247	29	4	False
ENSG00000164930	FZD6	ENSMUSG00000022297	Fzd6	1.71611872865	0.96868868975	37	4	False
ENSG00000188763	FZD9	ENSMUSG00000049551	Fzd9	-0.760795606076	0.336523675699	48	4	False
ENSG00000171298	GAA	ENSMUSG00000025579	Gaa	1.02213107463	0.903467840288	45	4	False
ENSG00000204681	GABBR1	ENSMUSG00000024462	Gabbr1	-2.46706139691	0.10994750517	40	4	False
ENSG00000136928	GABBR2	ENSMUSG00000039809	Gabbr2	0.185949096484	0.678164271701	35	4	False
ENSG00000022355	GABRA1	ENSMUSG00000010803	Gabra1	0.687400668071	0.83596691235	22	4	False
ENSG00000151834	GABRA2	ENSMUSG00000000560	Gabra2	1.3724539862	0.944244127472	19	4	False
ENSG00000109158	GABRA4	ENSMUSG00000029211	Gabra4	0.245692118414	0.700169680259	16	4	False
ENSG00000186297	GABRA5	ENSMUSG00000055078	Gabra5	-2.47570845784	0.109417254361	23	4	False
ENSG00000163288	GABRB1	ENSMUSG00000029212	Gabrb1	-0.0053150104049	0.602232355904	26	4	False
ENSG00000145864	GABRB2	ENSMUSG00000007653	Gabrb2	0.526706345198	0.793864998144	26	4	False
ENSG00000166206	GABRB3	ENSMUSG00000033676	Gabrb3	-0.969101304043	0.286414974283	17	4	False
ENSG00000187730	GABRD	ENSMUSG00000029054	Gabrd	-1.67806708448	0.174691128904	32	4	False
ENSG00000113327	GABRG2	ENSMUSG00000020436	Gabrg2	0.55292378651	0.800493133252	35	4	False
ENSG00000182256	GABRG3	ENSMUSG00000055026	Gabrg3	-1.46781232339	0.19961291691	40	4	False
ENSG00000111886	GABRR2	ENSMUSG00000023267	Gabrr2	-1.24301924621	0.233071742934	37	4	False
ENSG00000128683	GAD1	ENSMUSG00000070880	Gad1	0.662503505173	0.829709952808	39	4	False
ENSG00000136750	GAD2	ENSMUSG00000026787	Gad2	-0.659639229796	0.363884617424	33	4	False
ENSG00000069482	GAL	ENSMUSG00000024907	Gal	0.213508849097	0.687549711013	33	4	False
ENSG00000166573	GALR1	ENSMUSG00000024553	Galr1	-0.199029852321	0.521581207911	47	4	False
ENSG00000102145	GATA1	ENSMUSG00000031162	Gata1	0.596542971869	0.812741926931	43	4	False
ENSG00000179348	GATA2	ENSMUSG00000015053	Gata2	-2.44634539813	0.111591282677	44	4	False
ENSG00000107485	GATA3	ENSMUSG00000015619	Gata3	-1.27999805824	0.226761758312	43	4	False
ENSG00000136574	GATA4	ENSMUSG00000021944	Gata4	-1.04172085389	0.271037700832	45	4	False
ENSG00000141448	GATA6	ENSMUSG00000005836	Gata6	-0.72597262735	0.344742563232	54	4	False
ENSG00000157259	GATAD1	ENSMUSG00000007415	Gatad1	-2.44661657213	0.111432207434	32	4	False
ENSG00000143614	GATAD2B	ENSMUSG00000042390	Gatad2b	-0.385202667355	0.454822631105	36	4	False
ENSG00000107862	GBF1	ENSMUSG00000025224	Gbf1	-8.1070916369	0.0121692560581	8	4	False
ENSG00000215644	GCGR	ENSMUSG00000025127	Gcgr	1.18137800628	0.924836947876	42	4	False
ENSG00000001084	GCLC	ENSMUSG00000032350	Gclc	-1.19210378541	0.241131555226	20	4	False
ENSG00000023909	GCLM	ENSMUSG00000028124	Gclm	-0.226336226727	0.511400392386	23	4	False
ENSG00000104381	GDAP1	ENSMUSG00000025777	Gdap1	0.153975987017	0.665385227212	29	4	False
ENSG00000203879	GDI1	ENSMUSG00000015291	Gdi1	-0.92484740204	0.297232090779	25	4	False
ENSG00000131095	GFAP	ENSMUSG00000020932	Gfap	-0.960121207541	0.288429927356	25	4	False
