pathway	NGenes	Correlation	Direction	PValue	FDR	model	setting
R-HSA-9824439	44	0.01	Down	0.633753482134177	0.748497817628495	omit_NAA25_07	fixed_0.01
R-HSA-6785807	14	0.01	Down	0.638908781425475	0.753682814016877	omit_NAA25_07	fixed_0.01
R-HSA-453279	56	0.01	Up	0.648450295431468	0.763121082650043	omit_NAA25_07	fixed_0.01
R-HSA-112043	19	0.01	Down	0.648459234698564	0.763121082650043	omit_NAA25_07	fixed_0.01
R-HSA-9022692	13	0.01	Up	0.65004587113511	0.764075397455946	omit_NAA25_07	fixed_0.01
R-HSA-111996	14	0.01	Up	0.657085544506069	0.771429393728818	omit_NAA25_07	fixed_0.01
R-HSA-9764265	81	0.01	Down	0.658754128722143	0.771549128170406	omit_NAA25_07	fixed_0.01
R-HSA-9764274	81	0.01	Down	0.658754128722143	0.771549128170406	omit_NAA25_07	fixed_0.01
R-HSA-9707616	13	0.01	Up	0.660984953518079	0.77324249312982	omit_NAA25_07	fixed_0.01
R-HSA-193648	16	0.01	Up	0.662300110959276	0.773861932734148	omit_NAA25_07	fixed_0.01
R-HSA-9006936	43	0.01	Up	0.663698180318392	0.774576667788644	omit_NAA25_07	fixed_0.01
R-HSA-9006931	86	0.01	Up	0.674260129853173	0.782796991933632	omit_NAA25_07	fixed_0.01
R-HSA-450282	10	0.01	Up	0.675278971552076	0.782796991933632	omit_NAA25_07	fixed_0.01
R-HSA-198725	12	0.01	Up	0.67565852572048	0.782796991933632	omit_NAA25_07	fixed_0.01
R-HSA-182971	10	0.01	Up	0.675794957073207	0.782796991933632	omit_NAA25_07	fixed_0.01
R-HSA-8862803	11	0.01	Up	0.676268082642584	0.782796991933632	omit_NAA25_07	fixed_0.01
R-HSA-8863678	11	0.01	Up	0.676268082642584	0.782796991933632	omit_NAA25_07	fixed_0.01
R-HSA-9696264	19	0.01	Up	0.676304812320325	0.782796991933632	omit_NAA25_07	fixed_0.01
R-HSA-9683701	10	0.01	Up	0.682176720051081	0.788666747946379	omit_NAA25_07	fixed_0.01
R-HSA-350562	31	0.01	Up	0.684710921551925	0.789881376211671	omit_NAA25_07	fixed_0.01
R-HSA-9639288	27	0.01	Down	0.684831162725652	0.789881376211671	omit_NAA25_07	fixed_0.01
R-HSA-6811438	13	0.01	Down	0.686008368755942	0.790313734765617	omit_NAA25_07	fixed_0.01
R-HSA-9700645	10	0.01	Up	0.687790497794148	0.791441168606584	omit_NAA25_07	fixed_0.01
R-HSA-9748784	21	0.01	Down	0.689320545672607	0.7922762397754	omit_NAA25_07	fixed_0.01
R-HSA-8941858	35	0.01	Up	0.699739205398395	0.802739692043887	omit_NAA25_07	fixed_0.01
R-HSA-948021	103	0.01	Down	0.700054208594618	0.802739692043887	omit_NAA25_07	fixed_0.01
R-HSA-186797	16	0.01	Up	0.701090063717285	0.802992689257588	omit_NAA25_07	fixed_0.01
R-HSA-1236978	34	0.01	Up	0.708413470013823	0.81043817417377	omit_NAA25_07	fixed_0.01
R-HSA-9013406	21	0.01	Up	0.709522386752759	0.810765140314928	omit_NAA25_07	fixed_0.01
R-HSA-8986944	19	0.01	Up	0.710874894996242	0.811369376096522	omit_NAA25_07	fixed_0.01
R-HSA-9615710	10	0.01	Up	0.713703596828969	0.813655142218211	omit_NAA25_07	fixed_0.01
R-HSA-9012999	178	0.01	Up	0.717543696814039	0.817087331054137	omit_NAA25_07	fixed_0.01
R-HSA-2132295	69	0.01	Down	0.72104338395514	0.820124403228421	omit_NAA25_07	fixed_0.01
R-HSA-111447	11	0.01	Up	0.722543254005278	0.820882474273586	omit_NAA25_07	fixed_0.01
R-HSA-6807878	65	0.01	Down	0.724729626951075	0.822417837035494	omit_NAA25_07	fixed_0.01
R-HSA-73887	40	0.01	Down	0.726481415608964	0.823457070626961	omit_NAA25_07	fixed_0.01
R-HSA-1168372	46	0.01	Down	0.73219845421951	0.828983307363468	omit_NAA25_07	fixed_0.01
R-HSA-8980692	47	0.01	Up	0.73343835477059	0.829433730710713	omit_NAA25_07	fixed_0.01
R-HSA-1236975	46	0.01	Up	0.736929311236267	0.83242588482537	omit_NAA25_07	fixed_0.01
R-HSA-204998	23	0.01	Down	0.744071930372343	0.839531330374293	omit_NAA25_07	fixed_0.01
R-HSA-9759476	82	0.01	Down	0.746083788067059	0.840838136437131	omit_NAA25_07	fixed_0.01
R-HSA-6814122	20	0.01	Up	0.749163072809985	0.842437505543495	omit_NAA25_07	fixed_0.01
R-HSA-2980736	27	0.01	Down	0.749213456706702	0.842437505543495	omit_NAA25_07	fixed_0.01
R-HSA-9614085	17	0.01	Up	0.754385652318238	0.847286051919572	omit_NAA25_07	fixed_0.01
R-HSA-1227986	22	0.01	Down	0.756293266311778	0.848461124506949	omit_NAA25_07	fixed_0.01
R-HSA-445355	15	0.01	Down	0.759153962236484	0.850701539024957	omit_NAA25_07	fixed_0.01
R-HSA-983231	52	0.01	Up	0.760478325514406	0.851217216626921	omit_NAA25_07	fixed_0.01
R-HSA-389948	74	0.01	Up	0.762298714602138	0.851598353430395	omit_NAA25_07	fixed_0.01
R-HSA-5663084	16	0.01	Up	0.762609123514055	0.851598353430395	omit_NAA25_07	fixed_0.01
R-HSA-5619102	32	0.01	Up	0.763412534090394	0.851598353430395	omit_NAA25_07	fixed_0.01
R-HSA-9696273	19	0.01	Down	0.764949159363406	0.852347196801985	omit_NAA25_07	fixed_0.01
R-HSA-983170	14	0.01	Up	0.766401640677029	0.853000696120761	omit_NAA25_07	fixed_0.01
R-HSA-8856688	83	0.01	Up	0.770080972888225	0.856128395366706	omit_NAA25_07	fixed_0.01
R-HSA-211859	44	0.01	Down	0.776111315145218	0.861056187873183	omit_NAA25_07	fixed_0.01
R-HSA-5627117	13	0.01	Down	0.776261822163844	0.861056187873183	omit_NAA25_07	fixed_0.01
R-HSA-4608870	34	0.01	Up	0.780739262853385	0.864520177783498	omit_NAA25_07	fixed_0.01
R-HSA-5619084	43	0.01	Down	0.781140059114023	0.864520177783498	omit_NAA25_07	fixed_0.01
R-HSA-9840310	18	0.01	Up	0.785391825125147	0.868250221939696	omit_NAA25_07	fixed_0.01
R-HSA-75893	11	0.01	Up	0.789013635314365	0.871276267695795	omit_NAA25_07	fixed_0.01
R-HSA-9013404	35	0.01	Down	0.794152038756092	0.875968374215846	omit_NAA25_07	fixed_0.01
R-HSA-9793380	36	0.01	Up	0.799638607457692	0.880729208094142	omit_NAA25_07	fixed_0.01
R-HSA-382556	51	0.01	Down	0.800267652121252	0.880729208094142	omit_NAA25_07	fixed_0.01
R-HSA-6798695	230	0.01	Down	0.80132794245187	0.880729208094142	omit_NAA25_07	fixed_0.01
R-HSA-9828806	13	0.01	Down	0.802044771228879	0.880729208094142	omit_NAA25_07	fixed_0.01
R-HSA-1592230	40	0.01	Down	0.805491992116168	0.882928487878966	omit_NAA25_07	fixed_0.01
R-HSA-5607764	46	0.01	Up	0.805840315333188	0.882928487878966	omit_NAA25_07	fixed_0.01
R-HSA-5205685	17	0.01	Down	0.820321030033659	0.897795793981283	omit_NAA25_07	fixed_0.01
R-HSA-351202	33	0.01	Up	0.822228595269546	0.898839893726539	omit_NAA25_07	fixed_0.01
R-HSA-1169091	38	0.01	Up	0.823100085422678	0.898839893726539	omit_NAA25_07	fixed_0.01
R-HSA-5620924	18	0.01	Up	0.824116094013782	0.898952771432531	omit_NAA25_07	fixed_0.01
R-HSA-9612973	76	0.01	Down	0.826698336839929	0.900654654854017	omit_NAA25_07	fixed_0.01
R-HSA-9663891	49	0.01	Down	0.828659232124279	0.900654654854017	omit_NAA25_07	fixed_0.01
R-HSA-9013407	20	0.01	Up	0.82975945761832	0.900654654854017	omit_NAA25_07	fixed_0.01
R-HSA-211945	16	0.01	Up	0.829922617455021	0.900654654854017	omit_NAA25_07	fixed_0.01
R-HSA-76071	11	0.01	Up	0.830248148840049	0.900654654854017	omit_NAA25_07	fixed_0.01
R-HSA-9909648	72	0.01	Up	0.831180142800927	0.900673752100015	omit_NAA25_07	fixed_0.01
R-HSA-5358346	39	0.01	Down	0.832832532730042	0.900843672470641	omit_NAA25_07	fixed_0.01
R-HSA-114452	14	0.01	Up	0.833166076772339	0.900843672470641	omit_NAA25_07	fixed_0.01
R-HSA-1632852	71	0.01	Down	0.835287504879594	0.902147140686842	omit_NAA25_07	fixed_0.01
R-HSA-388841	94	0.01	Up	0.838231634521939	0.904335334068028	omit_NAA25_07	fixed_0.01
R-HSA-2151201	25	0.01	Up	0.842773318519203	0.908240392496077	omit_NAA25_07	fixed_0.01
R-HSA-389513	11	0.01	Down	0.848273237324114	0.91316845766585	omit_NAA25_07	fixed_0.01
R-HSA-9824272	33	0.01	Up	0.85166156639061	0.915815112330514	omit_NAA25_07	fixed_0.01
R-HSA-5621481	56	0.01	Up	0.86211072350913	0.926040417291704	omit_NAA25_07	fixed_0.01
R-HSA-5218920	15	0.01	Up	0.864699720704947	0.926923851482911	omit_NAA25_07	fixed_0.01
R-HSA-9758941	40	0.01	Up	0.86481524823634	0.926923851482911	omit_NAA25_07	fixed_0.01
R-HSA-9013420	20	0.01	Up	0.868109460652546	0.929443281242128	omit_NAA25_07	fixed_0.01
R-HSA-9931269	40	0.01	Down	0.869454045909186	0.929872133789955	omit_NAA25_07	fixed_0.01
R-HSA-180024	14	0.01	Down	0.870534873545821	0.930018275968149	omit_NAA25_07	fixed_0.01
R-HSA-8852276	45	0.01	Up	0.875884479463024	0.934719623262274	omit_NAA25_07	fixed_0.01
R-HSA-76009	10	0.01	Down	0.881372476810464	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-195258	119	0.01	Up	0.88522567088524	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5358351	65	0.01	Up	0.886899431966187	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-9772572	10	0.01	Down	0.889211768701998	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-9764561	44	0.01	Down	0.889365825825978	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-389356	20	0.01	Down	0.889661301465652	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-9680350	10	0.01	Down	0.890587859370378	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5654726	10	0.01	Down	0.891773930161055	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5627123	15	0.01	Up	0.893938898678764	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5683057	115	0.01	Down	0.894327251260302	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-9013424	16	0.01	Down	0.894644372162053	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-196299	10	0.01	Up	0.896073969453528	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5358747	10	0.01	Up	0.896073969453528	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5358749	10	0.01	Up	0.896073969453528	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5358751	10	0.01	Up	0.896073969453528	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5358752	10	0.01	Up	0.896073969453528	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-4641262	10	0.01	Up	0.896073969453528	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-4839743	10	0.01	Up	0.896073969453528	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5339716	10	0.01	Up	0.896073969453528	0.936977558292701	omit_NAA25_07	fixed_0.01
R-HSA-5387390	37	0.01	Up	0.900236723096104	0.939335987552609	omit_NAA25_07	fixed_0.01
R-HSA-5362768	37	0.01	Up	0.900236723096104	0.939335987552609	omit_NAA25_07	fixed_0.01
R-HSA-5625740	20	0.01	Down	0.902618723504922	0.939428010647798	omit_NAA25_07	fixed_0.01
R-HSA-3299685	21	0.01	Up	0.902738363900275	0.939428010647798	omit_NAA25_07	fixed_0.01
R-HSA-8853659	10	0.01	Down	0.903186117851233	0.939428010647798	omit_NAA25_07	fixed_0.01
R-HSA-5621575	10	0.01	Down	0.905989771578658	0.941350131861791	omit_NAA25_07	fixed_0.01
R-HSA-9013694	44	0.01	Down	0.911772770678647	0.946124898086105	omit_NAA25_07	fixed_0.01
R-HSA-1614635	11	0.01	Down	0.913091659982058	0.946124898086105	omit_NAA25_07	fixed_0.01
R-HSA-9820965	16	0.01	Up	0.913466779776534	0.946124898086105	omit_NAA25_07	fixed_0.01
R-HSA-9013149	57	0.01	Down	0.917467718215096	0.9492706958423	omit_NAA25_07	fixed_0.01
R-HSA-5628897	49	0.01	Up	0.921864956036899	0.952819498107393	omit_NAA25_07	fixed_0.01
R-HSA-9766229	42	0.01	Down	0.925208773302157	0.955273209331891	omit_NAA25_07	fixed_0.01
R-HSA-9734009	12	0.01	Up	0.928327318490244	0.957489433207215	omit_NAA25_07	fixed_0.01
R-HSA-9696270	19	0.01	Up	0.934204558384955	0.962543399591193	omit_NAA25_07	fixed_0.01
R-HSA-983189	22	0.01	Down	0.941424277742496	0.96839694563666	omit_NAA25_07	fixed_0.01
R-HSA-9679191	41	0.01	Up	0.942339440829706	0.96839694563666	omit_NAA25_07	fixed_0.01
R-HSA-9682385	12	0.01	Down	0.942835198848281	0.96839694563666	omit_NAA25_07	fixed_0.01
R-HSA-9013026	21	0.01	Down	0.951629776922144	0.973707919304139	omit_NAA25_07	fixed_0.01
R-HSA-1236382	10	0.01	Down	0.952672474016416	0.973707919304139	omit_NAA25_07	fixed_0.01
R-HSA-1643713	10	0.01	Down	0.952672474016416	0.973707919304139	omit_NAA25_07	fixed_0.01
R-HSA-5637815	10	0.01	Down	0.952672474016416	0.973707919304139	omit_NAA25_07	fixed_0.01
R-HSA-9013409	24	0.01	Down	0.952948664171766	0.973707919304139	omit_NAA25_07	fixed_0.01
R-HSA-6802957	36	0.01	Up	0.95451549265717	0.9742981971682	omit_NAA25_07	fixed_0.01
R-HSA-5678895	39	0.01	Down	0.956315697890829	0.975125219899034	omit_NAA25_07	fixed_0.01
R-HSA-6802952	31	0.01	Down	0.959610244815567	0.976489655976672	omit_NAA25_07	fixed_0.01
R-HSA-5658442	41	0.01	Up	0.959992764832208	0.976489655976672	omit_NAA25_07	fixed_0.01
R-HSA-380972	16	0.01	Up	0.960627895067407	0.976489655976672	omit_NAA25_07	fixed_0.01
R-HSA-202131	13	0.01	Up	0.965493316783088	0.979926956703099	omit_NAA25_07	fixed_0.01
R-HSA-8878159	40	0.01	Up	0.965999060871785	0.979926956703099	omit_NAA25_07	fixed_0.01
R-HSA-9648002	11	0.01	Down	0.967222085170986	0.980158183017923	omit_NAA25_07	fixed_0.01
R-HSA-6811442	104	0.01	Down	0.971232046372517	0.983210242216783	omit_NAA25_07	fixed_0.01
R-HSA-2219528	18	0.01	Up	0.973329928862676	0.984322361324164	omit_NAA25_07	fixed_0.01
R-HSA-9958825	47	0.01	Down	0.977911055405993	0.98716473505985	omit_NAA25_07	fixed_0.01
R-HSA-199977	94	0.01	Down	0.978144955754735	0.98716473505985	omit_NAA25_07	fixed_0.01
R-HSA-1655829	34	0.01	Down	0.981731663818156	0.989734060397807	omit_NAA25_07	fixed_0.01
R-HSA-2454202	60	0.01	Down	0.98270041732899	0.989734060397807	omit_NAA25_07	fixed_0.01
R-HSA-5619115	75	0.01	Down	0.984646692943749	0.990681299846366	omit_NAA25_07	fixed_0.01
R-HSA-9918487	62	0.01	Up	0.986266857916664	0.991298831681545	omit_NAA25_07	fixed_0.01
R-HSA-203615	10	0.01	Up	0.989505014414786	0.993539693372644	omit_NAA25_07	fixed_0.01
R-HSA-9856651	40	0.01	Up	0.993760491104735	0.9967964192853	omit_NAA25_07	fixed_0.01
R-HSA-4791275	13	0.01	Down	0.996021960031311	0.998048454354874	omit_NAA25_07	fixed_0.01
R-HSA-69190	14	0.01	Down	0.9989916321927	0.99929208832633	omit_NAA25_07	fixed_0.01
R-HSA-1266738	460	0.01	Up	0.99929208832633	0.99929208832633	omit_NAA25_07	fixed_0.01
