gene	pooled_abundance	backbones	abundance_rank	backbone_rank
SCAF4	17.981684662	4	0.726899383984	0.408917571135
SCAI	14.3543592884	4	0.0252273393957	0.408917571135
SCAP	17.3448521737	5	0.522733939572	0.505426811382
SCAPER	15.7295101313	1	0.116749779994	0.0513347022587
SCARB1	17.6722083384	1	0.638603696099	0.0513347022587
SCARB2	18.0646524509	16	0.7506600176	0.905690818422
SCCPDH	18.7532774824	10	0.880316808448	0.783660897624
SCD	17.4985388716	3	0.573481959519	0.294074508654
SCD5	17.7725900205	3	0.669111176298	0.294074508654
SCFD1	15.9929655561	7	0.15928424758	0.646377236726
SCFD2	16.8693407354	2	0.367263127017	0.168817835142
SCG2	17.483075482	10	0.569375183338	0.783660897624
SCG3	16.8376638053	11	0.355529480786	0.812848342622
SCIN	17.1613424216	1	0.468465825755	0.0513347022587
SCN3B	18.2748363174	2	0.797887943678	0.168817835142
SCO1	16.173979008	4	0.191551774714	0.408917571135
SCP2	18.9282311502	8	0.899677324729	0.702552068055
SCPEP1	16.4972903673	2	0.263713699032	0.168817835142
SCRN1	17.74022273	12	0.662657670871	0.838222352596
SCRN3	15.4602759002	3	0.0850689351716	0.294074508654
SCYL2	16.3117593512	4	0.221179231446	0.408917571135
SDCBP	16.8632416079	2	0.364623056615	0.168817835142
SDF2	14.3786103539	4	0.0269873863303	0.408917571135
SDF4	14.9951149595	7	0.0475212672338	0.646377236726
SDHA	17.6429235363	14	0.628630096803	0.879143443825
SDHAF2	14.6754320246	2	0.0352009386917	0.168817835142
SDHB	17.6892575733	9	0.643297154591	0.747433264887
SDR39U1	16.0299327078	4	0.167204458786	0.408917571135
SEC11A	16.8772843611	9	0.369609856263	0.747433264887
SEC11C	18.0460755152	7	0.744206512174	0.646377236726
SEC13	17.9505137154	3	0.718685831622	0.294074508654
SEC22B	16.6207847947	6	0.292167791141	0.580228806101
SEC23A	17.6526861571	6	0.632736872983	0.580228806101
SEC23B	16.4159214531	6	0.244939865063	0.580228806101
SEC23IP	17.8385562029	4	0.686711645644	0.408917571135
SEC24A	16.6858770248	6	0.308594895864	0.580228806101
SEC24B	15.4535973902	10	0.083308888237	0.783660897624
SEC24C	17.3298708558	8	0.518627163391	0.702552068055
SEC31A	16.3620250017	15	0.232619536521	0.894103842769
SEC61A1	16.9521986324	3	0.39542387797	0.294074508654
SEC61A2	16.1239369887	7	0.183338222353	0.646377236726
SEC61B	18.0903580288	1	0.758873569962	0.0513347022587
SEC61G	18.8653375028	2	0.892343795835	0.168817835142
SEC62	17.815774067	6	0.680258140217	0.580228806101
SEC63	17.4733427086	18	0.566735112936	0.92725139337
SEH1L	16.1605840194	5	0.188911704312	0.505426811382
SEL1L	17.2735697869	9	0.498679964799	0.747433264887
SELENOF	18.474910558	3	0.834555588149	0.294074508654
SELENOH	19.0330468698	3	0.910824288648	0.294074508654
SELENOI	16.4304948798	2	0.248166617776	0.168817835142
SELENOT	16.9570631514	3	0.398357289528	0.294074508654
SENP8	16.5111233307	1	0.26664711059	0.0513347022587
SEPHS1	17.0301507622	3	0.426224699325	0.294074508654
SERBP1	14.2885532721	5	0.0228806101496	0.505426811382
SERINC1	16.6926058188	2	0.311821648577	0.168817835142
SERPINA7	16.4445117649	2	0.252566735113	0.168817835142
SERPINB6	14.4566946874	4	0.0293341155764	0.408917571135
SERPINB9	17.515580044	12	0.581988853036	0.838222352596
SERPINC1	18.3539494959	7	0.811674977999	0.646377236726
SERPINE2	16.0313807834	2	0.168084482253	0.168817835142
SERPINH1	18.0182492582	13	0.737459665591	0.859782927545
SERPINI1	17.215084434	13	0.482839542388	0.859782927545
SESTD1	17.5057101921	4	0.576708712232	0.408917571135
SET	18.0653694561	8	0.751246699912	0.702552068055
SETD3	16.2792394692	5	0.214139043708	0.505426811382
SETMAR	16.3326020692	5	0.227046054561	0.505426811382
SEZ6L	17.9198358817	6	0.708712232326	0.580228806101
SEZ6L2	17.5007705341	9	0.57406864183	0.747433264887
SF1	15.9976698842	3	0.160750953359	0.294074508654
SF3A1	18.1821975356	11	0.778234086242	0.812848342622
SF3A2	17.241884188	4	0.491346435905	0.408917571135
SF3A3	16.0538965572	8	0.172191258434	0.702552068055
SF3B1	17.5526444751	28	0.596655910824	0.976972719273
SF3B2	16.7176203679	3	0.319448518627	0.294074508654
SF3B3	18.0119162272	31	0.736286300968	0.985039601056
SF3B4	15.3583559623	3	0.0709885596949	0.294074508654
SF3B5	16.425895255	1	0.246699911998	0.0513347022587
SF3B6	17.5467767328	2	0.594309181578	0.168817835142
SFPQ	17.6469966921	14	0.630976826049	0.879143443825
SFXN1	18.8037868709	11	0.886770313875	0.812848342622
SFXN3	17.5332563067	10	0.587562334996	0.783660897624
SGF29	13.7183124432	1	0.0117336462306	0.0513347022587
SGPL1	17.0574855565	8	0.437078322089	0.702552068055
SGSH	17.4804055799	6	0.568788501027	0.580228806101
SGTA	18.4869523614	4	0.836022293928	0.408917571135
SGTB	17.0111559555	2	0.418891170431	0.168817835142
SH3BGRL	15.6778635603	6	0.109122909944	0.580228806101
SH3BGRL3	16.7724544524	4	0.33792901144	0.408917571135
SH3GLB1	17.3989912165	3	0.541507773541	0.294074508654
SH3GLB2	16.8392374756	3	0.356702845409	0.294074508654
SH3PXD2B	17.4248782445	3	0.550308008214	0.294074508654
SHMT2	17.7767223355	19	0.669991199765	0.936931651511
SHOC2	17.295903111	6	0.509533587562	0.580228806101
SHPRH	17.780562169	2	0.671164564388	0.168817835142
SHTN1	17.7009398759	2	0.647697271927	0.168817835142
SIAE	17.8506751128	6	0.690525080669	0.580228806101
SIDT2	17.5213204026	2	0.583748899971	0.168817835142
SIN3A	15.845514327	6	0.131416837782	0.580228806101
SIRT3	16.122743361	2	0.18216485773	0.168817835142
SIRT5	15.3753541502	1	0.0727486066295	0.0513347022587
SIRT6	15.9951977918	2	0.160164271047	0.168817835142
SKIV2L2	16.592087127	13	0.28395423878	0.859782927545
SKP1	16.8400848366	8	0.357582868877	0.702552068055
SLC12A2	16.7429100897	3	0.327662070989	0.294074508654
SLC12A5	16.667402205	3	0.302434731593	0.294074508654
SLC12A6	15.4303039949	2	0.0806688178351	0.168817835142
SLC12A7	15.3461790229	4	0.0698151950719	0.408917571135
SLC12A9	15.5162321685	2	0.0909357582869	0.168817835142
SLC17A5	17.8366099393	2	0.685538281021	0.168817835142
SLC17A6	18.0734152746	5	0.752420064535	0.505426811382
SLC25A1	17.6704428481	12	0.637723672631	0.838222352596
SLC25A10	17.6976776545	6	0.645937224993	0.580228806101
SLC25A11	19.3759204985	15	0.935758286888	0.894103842769
SLC25A12	18.4878544692	20	0.836315635084	0.944998533294
SLC25A13	17.42598455	19	0.550894690525	0.936931651511
SLC25A14	17.9742649546	4	0.723965972426	0.408917571135
SLC25A15	17.5725196325	5	0.603402757407	0.505426811382
SLC25A19	16.9380603475	2	0.389850396011	0.168817835142
SLC25A20	18.0679189204	8	0.751833382224	0.702552068055
SLC25A22	16.9480255007	9	0.39337048988	0.747433264887
SLC25A23	17.2454106276	2	0.492519800528	0.168817835142
SLC25A24	17.8513110237	21	0.69111176298	0.951158697565
SLC25A29	16.6683162351	4	0.302728072749	0.408917571135
SLC25A3	18.5422960301	12	0.847462599003	0.838222352596
SLC25A32	17.4674967206	3	0.566148430625	0.294074508654
SLC25A4	20.7205422381	7	0.987092989146	0.646377236726
SLC25A44	17.7694961437	4	0.668524493987	0.408917571135
SLC25A46	16.190127895	3	0.196245233206	0.294074508654
SLC25A5	20.1895651456	16	0.979172777941	0.905690818422
SLC25A6	19.6886113182	4	0.956878850103	0.408917571135
SLC27A4	17.7347137339	8	0.660897623937	0.702552068055
SLC2A1	17.5481710471	4	0.595189205045	0.408917571135
SLC2A13	17.4411261087	2	0.558521560575	0.168817835142
SLC2A3	17.871923439	2	0.696978586096	0.168817835142
SLC30A9	17.8072196372	6	0.678791434438	0.580228806101
SLC35A4	17.1377768889	2	0.461718979173	0.168817835142
SLC35B2	18.9799244305	1	0.906130830155	0.0513347022587
SLC36A1	17.8264476112	2	0.68348489293	0.168817835142
SLC37A4	17.2559065891	2	0.494573188618	0.168817835142
SLC38A10	12.4654044115	3	0.00322675271341	0.294074508654
SLC39A6	15.297434645	3	0.0654150777354	0.294074508654
SLC39A7	16.3154601831	1	0.222352596069	0.0513347022587
SLC39A9	13.238989537	1	0.00616016427105	0.0513347022587
SLC3A2	18.3540347544	12	0.811968319155	0.838222352596
SLC4A7	15.988933496	3	0.158404224113	0.294074508654
SLC4A8	18.0923617016	1	0.759460252273	0.0513347022587
SLC5A6	17.6663800009	1	0.63713699032	0.0513347022587
SLC7A5	15.9591154583	1	0.151364036374	0.0513347022587
SLC8A1	16.9578949592	3	0.398650630683	0.294074508654
SLC8A2	15.9727303189	5	0.154004106776	0.505426811382
SLC9A3R1	17.2925535689	2	0.508066881784	0.168817835142
SLIRP	19.2449055494	7	0.926958052215	0.646377236726
SLIT1	16.5907162995	7	0.283660897624	0.646377236726
SLIT2	16.5378040113	10	0.273393957172	0.783660897624
SLK	14.3258526245	6	0.0246406570842	0.580228806101
SLTM	16.234881568	2	0.205338809035	0.168817835142
SMAP1	17.5896176708	2	0.609856262834	0.168817835142
SMAP2	17.6530636387	2	0.633030214139	0.168817835142
SMARCA2	17.1925064043	1	0.475799354649	0.0513347022587
SMARCA4	17.7283346767	17	0.658550894691	0.917131123497
SMARCA5	17.529764148	21	0.586095629217	0.951158697565
SMARCAD1	16.265416202	5	0.21120563215	0.505426811382
SMARCC1	14.9360082203	13	0.0451745379877	0.859782927545
SMARCC2	16.5275933383	16	0.270167204459	0.905690818422
SMARCD1	16.86957375	5	0.367849809328	0.505426811382
SMARCD3	16.9967679717	6	0.414491053095	0.580228806101
SMARCE1	16.9790156773	4	0.405690818422	0.408917571135
SMC1A	17.0793084118	27	0.443531827515	0.973452625403
SMC3	16.3776942891	28	0.236726312702	0.976972719273
SMC4	15.0009782397	2	0.0481079495453	0.168817835142
SMCHD1	16.4635848093	16	0.257260193605	0.905690818422
SMG1	14.9120691128	7	0.0440011733646	0.646377236726
SMG8	15.7723882787	3	0.120856556175	0.294074508654
SMIM12	13.315292105	2	0.0073335288941	0.168817835142
SMPD1	16.6037440488	3	0.286594309182	0.294074508654
SMS	16.5675318483	3	0.279554121443	0.294074508654
SMU1	17.4474177793	9	0.560868289821	0.747433264887
SNAP25	16.093972628	5	0.178938105016	0.505426811382
SNAP91	16.6604378933	7	0.30126136697	0.646377236726
SNAPIN	17.5154837628	2	0.58169551188	0.168817835142
SNCG	16.9526255362	6	0.395717219126	0.580228806101
SND1	17.5221792295	23	0.584335582282	0.962158990906
SNF8	16.6134088094	3	0.289527720739	0.294074508654
SNRNP200	17.5221291277	57	0.584042241126	0.997359929598
SNRNP40	17.395658016	7	0.539747726606	0.646377236726
SNRNP70	17.507722805	13	0.5775887357	0.859782927545
SNRPA	19.3879019965	7	0.938105016134	0.646377236726
SNRPA1	18.7759233035	7	0.883250220006	0.646377236726
SNRPB2	17.2716083286	6	0.497799941332	0.580228806101
SNRPC	19.1848365563	1	0.923731299501	0.0513347022587
SNRPD1	19.9532391932	5	0.971252566735	0.505426811382
SNRPD2	18.388963841	9	0.818715165738	0.747433264887
SNRPD3	18.4255228507	4	0.825168671165	0.408917571135
SNRPE	22.4526387629	1	0.996773247287	0.0513347022587
SNRPF	17.570015379	5	0.60252273394	0.505426811382
SNU13	20.99555665	5	0.991199765327	0.505426811382
SNW1	18.6642578878	2	0.867409797595	0.168817835142
SNX12	17.9644286543	7	0.722792607803	0.646377236726
SNX18	16.4482779131	1	0.25344675858	0.0513347022587
SNX2	16.4050115717	2	0.241126430038	0.168817835142
SNX3	15.9249881283	3	0.143150484013	0.294074508654
SNX4	16.845102005	6	0.3587562335	0.580228806101
SNX6	15.240215583	4	0.0616016427105	0.408917571135
SOD1	18.2854470563	6	0.80052801408	0.580228806101
SOD2	19.4117737193	12	0.940745086536	0.838222352596
SORBS1	15.5644621111	2	0.0968025814022	0.168817835142
SORCS2	17.0689501838	5	0.440305074802	0.505426811382
SORD	16.7135178179	5	0.317981812848	0.505426811382
SORT1	17.3315201481	3	0.519800528014	0.294074508654
SPAG7	17.3931417823	2	0.537987679671	0.168817835142
SPAST	16.1168897057	1	0.181578175418	0.0513347022587
SPCS1	18.8579148808	2	0.891463772367	0.168817835142
SPCS2	17.5102321672	7	0.579055441478	0.646377236726
SPCS3	22.0193257045	4	0.995893223819	0.408917571135
SPECC1L	16.6363659847	5	0.295394543855	0.505426811382
SPG11	18.4320609909	1	0.825755353476	0.0513347022587
SPG7	17.0911559394	6	0.445585215606	0.580228806101
SPOCK1	15.2614688587	3	0.0633616896451	0.294074508654
SPTA1	18.5619709269	1	0.852156057495	0.0513347022587
SPTAN1	17.7971346935	128	0.676444705192	0.999559988266
SPTBN1	18.0068070797	88	0.734232912878	0.999119976533
SPTBN2	17.1215044623	47	0.457905544148	0.996333235553
SPTLC1	16.2790376485	3	0.213845702552	0.294074508654
SPTLC2	16.9593197366	10	0.399237312995	0.783660897624
SQLE	18.4360542127	8	0.826635376943	0.702552068055
SRBD1	16.882950113	4	0.372249926665	0.408917571135
SRC	18.9046891035	4	0.896450572015	0.408917571135
SREK1	14.2128955235	2	0.0208272220593	0.168817835142
SRGAP1	16.7882014821	6	0.341449105309	0.580228806101
SRGAP2	16.7451476461	5	0.329128776767	0.505426811382
SRGAP3	17.3934523808	11	0.538281020827	0.812848342622
SRI	19.0235370251	6	0.910237606336	0.580228806101
SRM	18.0310184724	6	0.741859782928	0.580228806101
SRP14	17.6410725055	7	0.62745673218	0.646377236726
SRP19	18.9972021049	1	0.908477559402	0.0513347022587
SRP54	16.849739068	7	0.361396303901	0.646377236726
SRP68	15.5456133249	4	0.093282487533	0.408917571135
SRP72	16.2810331955	9	0.215019067175	0.747433264887
SRP9	18.0098498361	5	0.735699618656	0.505426811382
SRPK1	15.9568755078	6	0.149897330595	0.580228806101
SRPK2	17.4887518097	9	0.571721912584	0.747433264887
SRPRA	16.947194716	7	0.392490466412	0.646377236726
SRPRB	18.8773979753	7	0.893223819302	0.646377236726
SRRT	16.9391525783	12	0.390730419478	0.838222352596
SRSF1	18.8415898763	11	0.889997066588	0.812848342622
SRSF10	18.0735006119	6	0.752713405691	0.580228806101
SRSF11	16.292423892	2	0.217659137577	0.168817835142
SRSF12	17.7727429215	3	0.669404517454	0.294074508654
SRSF2	18.9692292176	5	0.904370783221	0.505426811382
SRSF3	17.0642641791	7	0.438838369023	0.646377236726
SRSF4	11.4699018595	5	0.00117336462306	0.505426811382
SRSF5	16.2298995787	2	0.2035787621	0.168817835142
SRSF6	16.3925023236	7	0.239073041948	0.646377236726
SRSF7	17.0066635099	4	0.417424464652	0.408917571135
SRSF9	18.482653088	2	0.835435611616	0.168817835142
SSB	17.566210532	18	0.601349369317	0.92725139337
SSBP1	20.8613493606	6	0.990026400704	0.580228806101
SSR1	20.1582547573	4	0.977706072162	0.408917571135
SSR3	15.1246922065	2	0.0548547961279	0.168817835142
SSR4	19.3848692341	5	0.937224992666	0.505426811382
SSRP1	19.4558846108	17	0.943091815782	0.917131123497
SSU72	15.4157440206	2	0.0789087709006	0.168817835142
ST13	20.2342844244	7	0.98063948372	0.646377236726
ST3GAL5	15.7528731608	3	0.119976532708	0.294074508654
ST7	16.5323703126	10	0.271340569082	0.783660897624
STAG2	16.6119407524	4	0.288647697272	0.408917571135
STAM	17.2343134935	4	0.488413024347	0.408917571135
STAU1	17.0742614825	4	0.440891757114	0.408917571135
STAU2	15.864097453	3	0.134056908184	0.294074508654
STIM1	17.2989298319	3	0.509826928718	0.294074508654
STIP1	17.4461829855	28	0.56028160751	0.976972719273
STK24	16.6987172154	5	0.314461718979	0.505426811382
STMN1	17.4074319352	12	0.544147843943	0.838222352596
STMN2	15.8826898746	2	0.135816955119	0.168817835142
STOML2	17.5317545756	12	0.586975652684	0.838222352596
STRAP	17.6536376132	14	0.633323555295	0.879143443825
STRBP	18.201678247	11	0.783514227046	0.812848342622
STRIP1	16.3425477303	2	0.228219419185	0.168817835142
STRN	15.7750075483	1	0.121149897331	0.0513347022587
STRN3	16.6881651282	4	0.310061601643	0.408917571135
STRN4	16.9222322889	4	0.385156937518	0.408917571135
STS	17.4267166066	3	0.551774713992	0.294074508654
STT3A	18.5942490219	13	0.85802288061	0.859782927545
STT3B	17.7834233238	10	0.672337929011	0.783660897624
STUB1	15.8169009059	4	0.127310061602	0.408917571135
STX12	17.2138708611	6	0.481959518921	0.580228806101
STX18	15.1412354453	1	0.056028160751	0.0513347022587
STX1A	17.3611372788	2	0.528307421531	0.168817835142
STX1B	16.883714611	8	0.37254326782	0.702552068055
STX7	17.604870415	6	0.616016427105	0.580228806101
STX8	17.0545605023	3	0.435318275154	0.294074508654
STXBP1	17.1574745391	22	0.466999119977	0.956585508947
SUB1	18.0985627871	7	0.760340275741	0.646377236726
SUCLA2	18.0061167191	13	0.733646230566	0.859782927545
SUCLG1	18.5730539003	8	0.854796127897	0.702552068055
SUGP2	19.0560788475	4	0.912290994427	0.408917571135
SUGT1	17.5786761025	6	0.605162804341	0.580228806101
SULF2	17.1781036998	9	0.472572601936	0.747433264887
SUMF2	18.5448141523	8	0.84834262247	0.702552068055
SUMO1	17.4131702908	5	0.545907890877	0.505426811382
SUMO2	18.6239371166	2	0.862716339102	0.168817835142
SUMO3	14.2790317352	1	0.0225872689938	0.0513347022587
SUN1	15.3988371857	3	0.0765620416544	0.294074508654
SUN2	16.1900250815	16	0.19595189205	0.905690818422
SUPT16H	18.0195029962	30	0.738046347903	0.983132883544
SUPT5H	17.0309297885	8	0.426811381637	0.702552068055
SUPT6H	15.7010942403	7	0.112643003813	0.646377236726
SUPV3L1	16.9080100204	6	0.380756820182	0.580228806101
SURF1	18.3656349982	3	0.814315048401	0.294074508654
SURF4	16.4379718988	3	0.250220005867	0.294074508654
SUSD2	16.8348497435	8	0.354942798475	0.702552068055
SV2A	18.5307686335	7	0.845115869757	0.646377236726
SVIL	14.9329002657	2	0.0448811968319	0.168817835142
SYMPK	15.6996756861	6	0.111762980346	0.580228806101
SYN1	16.8139290323	8	0.347902610736	0.702552068055
SYNCRIP	17.8944437276	12	0.703725432678	0.838222352596
SYNE1	15.3606648709	13	0.0712819008507	0.859782927545
SYNE2	16.6342900484	3	0.295101202699	0.294074508654
SYNJ1	17.3845464157	10	0.534467585802	0.783660897624
SYNJ2BP	16.6200863023	2	0.291874449985	0.168817835142
SYP	18.4883345315	4	0.836902317395	0.408917571135
SYT1	18.9113230437	17	0.898503960106	0.917131123497
SYT2	18.7896041575	4	0.884423584629	0.408917571135
SYT4	16.3231916703	3	0.22440598416	0.294074508654
SYT6	17.9904695585	10	0.728659430918	0.783660897624
SYT7	17.7027406212	7	0.649163977706	0.646377236726
SYVN1	14.852896732	3	0.0404810794955	0.294074508654
SZT2	19.6802349368	2	0.955998826635	0.168817835142
TAC1	15.7123098268	2	0.11498973306	0.168817835142
TACC2	15.6000623698	3	0.101496039894	0.294074508654
TAF15	17.110235326	2	0.453212085656	0.168817835142
TAGLN3	19.8523982349	9	0.964212378997	0.747433264887
TALDO1	17.9393141575	14	0.715459078909	0.879143443825
TAMM41	17.5896117185	5	0.609562921678	0.505426811382
TANC2	16.6432536963	4	0.297154590789	0.408917571135
TAOK1	16.2141620447	11	0.200645350543	0.812848342622
TAOK2	15.9464067023	4	0.147550601349	0.408917571135
TAPT1	18.0202532457	2	0.738339689058	0.168817835142
TARBP2	16.2834474544	2	0.216485772954	0.168817835142
TARDBP	16.5308887437	9	0.271047227926	0.747433264887
TARS	18.071232843	19	0.752126723379	0.936931651511
TATDN1	16.879955052	3	0.371369903197	0.294074508654
TAX1BP1	15.4887690962	3	0.088295687885	0.294074508654
TBC1D10B	16.4810135454	1	0.260193605163	0.0513347022587
TBC1D5	15.9580957956	1	0.150777354063	0.0513347022587
TBC1D7	14.7110174125	1	0.0357876210032	0.0513347022587
TBC1D9B	16.4906441074	1	0.262540334409	0.0513347022587
TBCA	17.8807416887	7	0.699911997653	0.646377236726
TBCB	17.5373528964	6	0.591082428865	0.580228806101
TBCD	16.356817538	14	0.230859489586	0.879143443825
TBCE	14.0059532625	3	0.0167204458786	0.294074508654
TBL1XR1	16.6549697598	3	0.300674684658	0.294074508654
TBL2	17.1557419404	2	0.466119096509	0.168817835142
TBL3	15.5928141178	6	0.100029334116	0.580228806101
TBP	16.7028357496	1	0.315635083602	0.0513347022587
TBPL1	16.8120409912	3	0.347022587269	0.294074508654
TBRG4	17.3101546834	8	0.513640363743	0.702552068055
TCAF1	16.5503483691	11	0.275447345263	0.812848342622
TCEA1	14.4480188402	1	0.0281607509534	0.0513347022587
TCERG1	18.1695147839	18	0.774127310062	0.92725139337
TCOF1	15.0695826699	1	0.0519213845703	0.0513347022587
TCP1	18.0973108464	23	0.760046934585	0.962158990906
TECR	18.4813292617	10	0.834848929305	0.783660897624
TEFM	14.978138985	2	0.0466412437665	0.168817835142
TERF2	16.7166706508	2	0.318861836316	0.168817835142
TERF2IP	16.685221664	4	0.308301554708	0.408917571135
TEX10	16.7406531724	18	0.325608682898	0.92725139337
TF	17.5274493019	14	0.585802288061	0.879143443825
TFAM	17.5142913503	10	0.581108829569	0.783660897624
TFB1M	16.9497221178	2	0.394543854503	0.168817835142
TFB2M	16.6902156699	1	0.311234966266	0.0513347022587
TFCP2	17.3383261214	5	0.521560574949	0.505426811382
TFG	18.3491042107	4	0.810794954532	0.408917571135
TFRC	17.6819893501	18	0.6412437665	0.92725139337
TGFBR1	15.3485441916	2	0.0704018773834	0.168817835142
TGFBRAP1	14.8654373583	2	0.0416544441185	0.168817835142
TGOLN2	15.0866533048	7	0.0525080668818	0.646377236726
THAP10	19.7308269579	1	0.958638897037	0.0513347022587
THBS1	17.4870449952	2	0.570548547961	0.168817835142
THEM4	17.4032950544	1	0.542387797008	0.0513347022587
THNSL1	17.5615795495	6	0.599882663538	0.580228806101
THOC2	16.244915479	10	0.207392197125	0.783660897624
THOC3	16.8385917901	3	0.356116163098	0.294074508654
THOP1	16.1281005498	6	0.184511586976	0.580228806101
THRAP3	16.3379374298	3	0.227926078029	0.294074508654
THSD7A	17.199822074	3	0.476972719273	0.294074508654
THUMPD1	16.8285835948	5	0.351422704605	0.505426811382
THY1	18.7633252192	2	0.881783514227	0.168817835142
THYN1	18.4894920033	7	0.837488999707	0.646377236726
TIA1	15.9265439397	6	0.143443825169	0.580228806101
TIAL1	17.2504479031	5	0.493693165151	0.505426811382
TIGAR	16.3643433747	3	0.233499559988	0.294074508654
TIMM10	18.4138489537	3	0.82340862423	0.294074508654
TIMM13	18.9637456835	4	0.904077442065	0.408917571135
TIMM21	17.2792688534	2	0.501906717512	0.168817835142
TIMM44	18.323673305	13	0.805808154884	0.859782927545
TIMM50	16.945435263	5	0.391903784101	0.505426811382
TIMM9	15.8744995176	2	0.134643590496	0.168817835142
TIMP2	17.3653188574	1	0.528600762687	0.0513347022587
TIPRL	18.0498028562	6	0.745379876797	0.580228806101
TKFC	16.0815683461	6	0.177178058082	0.580228806101
TKT	18.0765799615	25	0.755353476093	0.968759166911
TLDC1	16.1322997715	3	0.184804928131	0.294074508654
TLE3	18.5701447116	2	0.854209445585	0.168817835142
TLN2	14.3740165081	2	0.0264007040188	0.168817835142
TM9SF1	17.0761604462	4	0.441478439425	0.408917571135
TM9SF2	17.9543810231	7	0.720152537401	0.646377236726
TM9SF3	18.2320937193	7	0.791141097096	0.646377236726
TM9SF4	17.8936883292	10	0.703138750367	0.783660897624
TMBIM6	18.7036184012	1	0.871809914931	0.0513347022587
TMED10	18.8150698895	10	0.887650337342	0.783660897624
TMED2	17.0231195352	5	0.423291287768	0.505426811382
TMED3	18.0806552318	2	0.755940158404	0.168817835142
TMED4	19.4802432657	6	0.944851862716	0.580228806101
TMED8	16.6946445027	3	0.3129950132	0.294074508654
TMED9	17.5360865802	6	0.590202405397	0.580228806101
TMEM109	19.2562658598	1	0.928424757994	0.0513347022587
TMEM11	18.6222646783	3	0.862129656791	0.294074508654
TMEM126A	17.2219322206	7	0.484599589322	0.646377236726
TMEM126B	17.4026741475	2	0.542094455852	0.168817835142
TMEM131	14.6318527363	2	0.0340275740686	0.168817835142
TMEM132E	14.7408103126	1	0.0369609856263	0.0513347022587
TMEM143	15.2471169329	2	0.0618949838662	0.168817835142
TMEM14C	16.9476809554	3	0.392783807568	0.294074508654
TMEM167A	20.002033693	2	0.972719272514	0.168817835142
TMEM167B	17.5010437494	2	0.574361982986	0.168817835142
TMEM17	17.8002847523	1	0.677031387504	0.0513347022587
TMEM181	15.3346151007	1	0.0692285127603	0.0513347022587
TMEM199	16.5367139213	3	0.272807274861	0.294074508654
TMEM201	17.1542450193	2	0.465825755353	0.168817835142
TMEM246	17.3048073543	3	0.511586975653	0.294074508654
TMEM256	18.7555284621	2	0.880610149604	0.168817835142
TMEM260	15.5809195485	2	0.098269287181	0.168817835142
TMEM30A	19.47611812	9	0.944558521561	0.747433264887
TMEM33	18.0071849989	6	0.734819595189	0.580228806101
TMEM43	17.9980880063	13	0.731886183632	0.859782927545
TMEM50A	15.3876160013	1	0.0748019947199	0.0513347022587
TMEM63B	18.6487833505	4	0.866236432972	0.408917571135
TMEM65	17.331007665	5	0.519507186858	0.505426811382
TMEM70	16.4261255186	5	0.247286594309	0.505426811382
TMEM87A	17.6423805121	8	0.628043414491	0.702552068055
TMOD2	18.0574130824	3	0.747433264887	0.294074508654
TMPO	15.2983034224	1	0.0657084188912	0.0513347022587
TMSB10	15.0005103341	2	0.0478146083896	0.168817835142
TMSB4X	21.165070138	1	0.99237312995	0.0513347022587
TMTC3	17.3680917541	2	0.52977412731	0.168817835142
TMTC4	17.275460753	9	0.499853329422	0.747433264887
TMX1	21.3028215707	4	0.992959812262	0.408917571135
TMX2	16.1762903483	4	0.19184511587	0.408917571135
TMX3	18.1779249517	9	0.776474039308	0.747433264887
TMX4	18.2461959552	7	0.793487826342	0.646377236726
TNPO1	17.6004561139	16	0.61425638017	0.905690818422
TNPO2	16.1688240453	7	0.190085068935	0.646377236726
TNPO3	16.1439214481	10	0.186858316222	0.783660897624
TNRC18	17.303134349	1	0.510706952185	0.0513347022587
TOM1	15.6488486737	1	0.105896157231	0.0513347022587
TOMM22	16.1257011778	3	0.183924904664	0.294074508654
TOMM40	17.918383214	8	0.70841889117	0.702552068055
TOMM40L	16.8685279473	5	0.366969785861	0.505426811382
TOMM70	16.8145262646	6	0.348195951892	0.580228806101
TOP1	17.8595968508	19	0.693165151071	0.936931651511
TOP2B	17.8774611736	44	0.69873863303	0.995013200352
TOR1A	17.3577832652	8	0.527427398064	0.702552068055
TOR1AIP1	17.9818902137	5	0.727192725139	0.505426811382
TOR1AIP2	15.9749436112	3	0.154884130243	0.294074508654
TOR1B	17.0110924366	3	0.418597829275	0.294074508654
TOR2A	15.1060955411	3	0.0542681138164	0.294074508654
TOR3A	14.5492361308	1	0.0313875036668	0.0513347022587
TP53BP1	17.8122392618	7	0.679964799061	0.646377236726
TP53I11	15.7786912308	3	0.122029920798	0.294074508654
TP53RK	16.2833783545	2	0.216192431798	0.168817835142
TPD52	16.5674213263	3	0.279260780287	0.294074508654
TPD52L2	16.7740224489	2	0.338515693752	0.168817835142
TPI1	19.0961119174	15	0.916104429451	0.894103842769
TPM1	16.6697530569	9	0.30331475506	0.747433264887
TPM3	18.799966788	6	0.886476972719	0.580228806101
TPM4	17.1962580833	12	0.476386036961	0.838222352596
TPP1	18.3791673367	5	0.817248459959	0.505426811382
TPP2	17.7055780228	22	0.650630683485	0.956585508947
TPPP	17.7492688563	2	0.665884423585	0.168817835142
TPR	17.3143698517	20	0.514227046055	0.944998533294
